timestamp,city,source,url,aqi,co,pm25,pm10,no2,o3,so2
2025-11-06 19:53:40.001415,Los Angeles,historical_simulation,simulated,65.84,1.0,35.35,55.49,24.53,41.41,4.37
2025-11-06 19:53:44.413516,London,historical_simulation,simulated,52.6,1.0,26.38,36.29,23.71,43.43,3.1
2025-11-06 19:53:49.317394,Tokyo,historical_simulation,simulated,69.12,1.0,33.92,48.81,21.41,48.08,4.38
2025-11-07 19:53:30.688663,Delhi,historical_simulation,simulated,171.57,1.84,150.33,192.89,64.19,29.12,14.17
2025-11-07 19:53:35.625043,Beijing,historical_simulation,simulated,175.96,1.79,124.04,193.09,52.44,33.9,12.76
2025-11-07 19:53:40.001415,Los Angeles,historical_simulation,simulated,79.17,1.0,47.42,69.62,33.58,61.75,5.47
2025-11-07 19:53:44.413516,London,historical_simulation,simulated,54.47,1.0,26.8,39.12,25.26,38.57,3.19
2025-11-07 19:53:49.317394,Tokyo,historical_simulation,simulated,56.54,1.0,30.2,39.61,19.45,45.42,4.09
2025-11-08 19:53:30.688663,Delhi,historical_simulation,simulated,200.46,2.33,155.26,229.87,62.55,33.86,17.16
2025-11-08 19:53:35.625043,Beijing,historical_simulation,simulated,187.39,2.42,158.75,248.78,64.76,44.29,14.94
2025-11-08 19:53:40.001415,Los Angeles,historical_simulation,simulated,79.35,1.0,45.83,69.44,33.9,56.77,5.72
2025-11-08 19:53:44.413516,London,historical_simulation,simulated,57.59,1.0,28.97,38.04,28.73,44.6,3.25
2025-11-08 19:53:49.317394,Tokyo,historical_simulation,simulated,58.15,1.0,29.51,46.25,19.66,43.55,4.05
2025-11-09 19:53:30.688663,Delhi,historical_simulation,simulated,246.96,2.61,190.38,267.41,82.61,38.42,19.26
2025-11-09 19:53:35.625043,Beijing,historical_simulation,simulated,146.18,1.84,117.01,179.28,51.05,35.71,11.07
2025-11-09 19:53:40.000416,Los Angeles,historical_simulation,simulated,65.72,1.0,40.81,59.75,29.54,51.27,4.98
2025-11-09 19:53:44.413516,London,historical_simulation,simulated,53.7,1.0,28.45,35.95,28.76,43.96,3.39
2025-11-09 19:53:49.317394,Tokyo,historical_simulation,simulated,71.62,1.0,33.8,51.59,25.45,55.54,4.88
2025-11-10 19:53:30.688663,Delhi,historical_simulation,simulated,179.53,1.96,147.61,229.08,58.08,30.89,16.85
2025-11-10 19:53:35.625043,Beijing,historical_simulation,simulated,166.08,1.9,129.63,173.35,49.19,34.6,12.24
2025-11-10 19:53:40.000416,Los Angeles,historical_simulation,simulated,74.29,1.0,44.15,68.51,31.49,52.58,5.35
2025-11-10 19:53:44.413516,London,historical_simulation,simulated,43.71,1.0,22.35,30.87,22.32,39.45,2.83
2025-11-10 19:53:49.317394,Tokyo,historical_simulation,simulated,64.66,1.0,31.69,46.43,18.89,45.42,4.29
2025-11-11 19:53:30.688663,Delhi,historical_simulation,simulated,135.81,1.66,94.41,158.75,38.81,22.58,10.22
2025-11-11 19:53:35.625043,Beijing,historical_simulation,simulated,151.93,1.92,124.34,184.18,50.09,34.34,11.1
2025-11-11 19:53:40.000416,Los Angeles,historical_simulation,simulated,78.88,1.0,47.46,67.89,35.7,54.84,5.97
2025-11-11 19:53:44.413516,London,historical_simulation,simulated,43.54,1.0,21.92,29.92,23.05,34.08,2.51
2025-11-11 19:53:49.317394,Tokyo,historical_simulation,simulated,64.91,1.0,28.93,42.72,20.13,47.46,3.96
2025-11-12 19:53:30.688663,Delhi,historical_simulation,simulated,175.73,1.89,135.03,176.19,56.38,30.44,14.27
2025-11-12 19:53:35.625043,Beijing,historical_simulation,simulated,154.54,1.79,126.62,179.19,52.54,33.22,11.3
2025-11-12 19:53:40.000416,Los Angeles,historical_simulation,simulated,64.72,1.0,33.77,48.54,24.72,41.84,4.41
2025-11-12 19:53:44.413516,London,historical_simulation,simulated,53.79,1.0,25.23,38.04,29.22,46.72,3.09
2025-11-12 19:53:49.317394,Tokyo,historical_simulation,simulated,66.87,1.0,36.33,48.52,21.9,50.86,4.27
2025-11-13 19:53:30.688663,Delhi,historical_simulation,simulated,199.49,2.21,174.33,219.61,65.25,33.07,16.31
2025-11-13 19:53:35.625043,Beijing,historical_simulation,simulated,219.89,2.62,179.57,271.92,75.82,52.25,17.46
2025-11-13 19:53:40.000416,Los Angeles,historical_simulation,simulated,67.57,1.0,36.53,58.57,25.89,45.99,4.7
2025-11-13 19:53:44.413516,London,historical_simulation,simulated,53.17,1.0,28.03,36.33,24.79,42.63,3.19
2025-11-13 19:53:49.317394,Tokyo,historical_simulation,simulated,70.24,1.0,35.38,50.43,23.72,53.5,4.26
2025-11-14 19:53:30.688663,Delhi,historical_simulation,simulated,179.14,2.05,145.15,209.93,55.64,29.78,15.22
2025-11-14 19:53:35.625043,Beijing,historical_simulation,simulated,110.81,1.55,100.45,151.83,41.65,28.38,9.64
2025-11-14 19:53:40.000416,Los Angeles,historical_simulation,simulated,82.53,1.0,45.58,69.86,31.5,61.52,5.56
2025-11-14 19:53:44.413516,London,historical_simulation,simulated,37.6,1.0,20.82,30.32,23.13,34.68,2.59
2025-11-14 19:53:49.317394,Tokyo,historical_simulation,simulated,62.77,1.0,31.25,42.76,19.79,46.68,3.79
2025-11-15 19:53:30.688663,Delhi,historical_simulation,simulated,168.7,1.61,122.0,170.6,50.48,26.67,11.93
2025-11-15 19:53:35.625043,Beijing,historical_simulation,simulated,154.16,1.9,127.27,194.29,57.15,40.52,12.33
2025-11-15 19:53:40.000416,Los Angeles,historical_simulation,simulated,48.97,1.0,30.07,44.57,21.29,37.47,4.21
2025-11-15 19:53:44.413516,London,historical_simulation,simulated,43.77,1.0,21.44,30.78,19.98,33.51,2.5
2025-11-15 19:53:49.317394,Tokyo,historical_simulation,simulated,61.39,1.0,33.13,48.16,20.88,47.16,4.37
2025-11-16 19:53:30.688663,Delhi,historical_simulation,simulated,167.15,1.94,143.89,187.47,62.3,29.13,15.98
2025-11-16 19:53:35.625043,Beijing,historical_simulation,simulated,125.65,1.58,111.24,162.44,46.15,33.76,11.34
2025-11-16 19:53:40.000416,Los Angeles,historical_simulation,simulated,81.31,1.0,47.07,67.93,34.56,55.66,6.33
2025-11-16 19:53:44.412504,London,historical_simulation,simulated,56.93,1.0,28.94,38.16,25.43,43.3,3.5
2025-11-16 19:53:49.317394,Tokyo,historical_simulation,simulated,74.98,1.0,33.59,51.98,24.4,53.19,4.61
2025-11-17 19:53:30.688663,Delhi,historical_simulation,simulated,151.62,1.68,139.99,163.34,54.45,25.97,12.7
2025-11-17 19:53:35.625043,Beijing,historical_simulation,simulated,119.52,1.35,91.81,147.32,34.6,26.03,8.92
2025-11-17 19:53:40.000416,Los Angeles,historical_simulation,simulated,79.0,1.0,45.32,65.92,35.47,59.74,6.07
2025-11-17 19:53:44.412504,London,historical_simulation,simulated,49.48,1.0,23.14,30.76,22.47,39.15,2.79
2025-11-17 19:53:49.317394,Tokyo,historical_simulation,simulated,75.26,1.0,38.86,58.24,26.08,55.02,4.93
2025-11-18 19:53:30.688663,Delhi,historical_simulation,simulated,188.91,1.91,147.13,204.87,59.51,29.95,15.06
2025-11-18 19:53:35.625043,Beijing,historical_simulation,simulated,194.31,2.17,157.59,226.76,67.03,41.57,14.78
2025-11-18 19:53:40.000416,Los Angeles,historical_simulation,simulated,55.57,1.0,29.69,47.25,25.93,40.59,4.02
2025-11-18 19:53:44.412504,London,historical_simulation,simulated,36.05,1.0,19.64,29.39,20.21,31.14,2.43
2025-11-18 19:53:49.317394,Tokyo,historical_simulation,simulated,59.89,1.0,27.52,49.57,20.54,42.71,4.23
2025-11-19 19:53:30.688663,Delhi,historical_simulation,simulated,165.26,1.89,144.04,192.74,58.07,29.71,14.63
2025-11-19 19:53:35.625043,Beijing,historical_simulation,simulated,156.34,1.95,124.19,199.15,48.6,39.06,12.99
2025-11-19 19:53:40.000416,Los Angeles,historical_simulation,simulated,94.79,1.06,57.4,83.43,39.82,73.49,6.26
2025-11-19 19:53:44.412504,London,historical_simulation,simulated,63.41,1.0,29.67,46.25,31.77,51.16,3.94
2025-11-19 19:53:49.317394,Tokyo,historical_simulation,simulated,70.37,1.0,30.34,45.8,22.13,48.05,4.31
2025-11-20 19:53:30.688663,Delhi,historical_simulation,simulated,211.08,2.42,170.91,244.43,72.22,34.64,18.38
2025-11-20 19:53:35.625043,Beijing,historical_simulation,simulated,100.29,1.27,83.63,121.62,35.86,25.76,7.91
2025-11-20 19:53:40.000416,Los Angeles,historical_simulation,simulated,48.5,1.0,29.19,40.5,19.88,29.69,3.62
2025-11-20 19:53:44.412504,London,historical_simulation,simulated,51.93,1.0,26.63,36.33,27.51,42.4,3.18
2025-11-20 19:53:49.317394,Tokyo,historical_simulation,simulated,54.96,1.0,27.24,40.86,18.05,35.9,3.37
2025-11-21 19:53:30.688663,Delhi,historical_simulation,simulated,114.11,1.28,105.44,111.77,31.99,16.94,9.67
2025-11-21 19:53:35.625043,Beijing,historical_simulation,simulated,171.85,2.13,147.42,205.01,64.32,41.54,12.97
2025-11-21 19:53:40.000416,Los Angeles,historical_simulation,simulated,86.13,1.0,48.81,69.52,36.65,63.69,5.82
2025-11-21 19:53:44.412504,London,historical_simulation,simulated,58.79,1.0,32.67,42.3,30.74,46.53,3.75
2025-11-21 19:53:49.317394,Tokyo,historical_simulation,simulated,51.56,1.0,23.61,39.95,15.82,36.05,3.54
2025-11-22 19:53:30.688663,Delhi,historical_simulation,simulated,189.26,1.96,139.4,211.59,55.19,31.39,15.12
2025-11-22 19:53:35.625043,Beijing,historical_simulation,simulated,170.72,2.04,134.08,194.36,56.81,40.43,14.49
2025-11-22 19:53:40.000416,Los Angeles,historical_simulation,simulated,71.53,1.0,42.29,65.89,30.95,50.44,5.71
2025-11-22 19:53:44.412504,London,historical_simulation,simulated,57.33,1.0,29.4,42.29,28.8,48.0,3.66
2025-11-22 19:53:49.317394,Tokyo,historical_simulation,simulated,60.94,1.0,27.85,40.75,19.46,45.77,3.86
2025-11-23 19:53:30.688663,Delhi,historical_simulation,simulated,197.01,2.45,169.7,238.33,67.42,33.92,17.41
2025-11-23 19:53:35.625043,Beijing,historical_simulation,simulated,115.85,1.19,85.33,134.96,34.83,24.81,7.91
2025-11-23 19:53:40.000416,Los Angeles,historical_simulation,simulated,78.95,1.0,45.64,67.52,32.18,54.76,5.15
2025-11-23 19:53:44.412504,London,historical_simulation,simulated,55.08,1.0,29.33,38.94,27.19,44.67,3.32
2025-11-23 19:53:49.317394,Tokyo,historical_simulation,simulated,49.75,1.0,26.92,39.47,17.15,41.35,3.39
2025-11-24 19:53:30.688663,Delhi,historical_simulation,simulated,176.42,1.76,135.84,158.47,56.12,23.92,13.69
2025-11-24 19:53:35.625043,Beijing,historical_simulation,simulated,116.58,1.56,95.68,143.13,41.1,27.47,9.72
2025-11-24 19:53:40.000416,Los Angeles,historical_simulation,simulated,100.93,1.07,57.8,81.58,40.66,66.94,6.89
2025-11-24 19:53:44.412504,London,historical_simulation,simulated,35.03,1.0,19.28,30.22,19.61,29.34,2.28
2025-11-24 19:53:49.317394,Tokyo,historical_simulation,simulated,76.2,1.0,39.34,61.39,26.8,57.73,5.45
2025-11-25 19:53:30.688663,Delhi,historical_simulation,simulated,155.03,1.98,147.51,194.91,61.33,29.86,15.46
2025-11-25 19:53:35.625043,Beijing,historical_simulation,simulated,124.24,1.57,89.73,142.17,44.14,28.82,8.9
2025-11-25 19:53:40.000416,Los Angeles,historical_simulation,simulated,72.17,1.0,38.69,67.79,31.51,52.66,4.59
2025-11-25 19:53:44.412504,London,historical_simulation,simulated,40.09,1.0,22.43,29.13,18.43,33.97,2.62
2025-11-25 19:53:49.317394,Tokyo,historical_simulation,simulated,65.97,1.0,27.8,46.88,18.93,47.82,4.28
2025-11-26 19:53:30.688663,Delhi,historical_simulation,simulated,142.55,1.42,127.3,186.44,46.48,21.77,12.92
2025-11-26 19:53:35.625043,Beijing,historical_simulation,simulated,185.6,2.19,128.21,203.16,57.23,42.35,13.95
2025-11-26 19:53:40.000416,Los Angeles,historical_simulation,simulated,88.45,1.08,48.24,73.68,38.72,60.32,5.96
2025-11-26 19:53:44.412504,London,historical_simulation,simulated,50.26,1.0,24.56,30.7,22.33,38.48,2.76
2025-11-26 19:53:49.317394,Tokyo,historical_simulation,simulated,69.9,1.0,35.32,48.98,25.02,51.35,4.59
2025-11-27 19:53:30.688663,Delhi,historical_simulation,simulated,157.34,1.76,136.51,190.97,49.61,29.15,14.75
2025-11-27 19:53:35.625043,Beijing,historical_simulation,simulated,129.27,1.52,100.34,138.49,41.61,28.55,9.55
2025-11-27 19:53:40.000416,Los Angeles,historical_simulation,simulated,48.49,1.0,27.73,40.86,20.77,34.88,3.72
2025-11-27 19:53:44.412504,London,historical_simulation,simulated,61.57,1.0,30.74,39.21,29.53,49.24,3.69
2025-11-27 19:53:49.317394,Tokyo,historical_simulation,simulated,68.26,1.0,33.85,51.71,22.51,46.6,4.52
2025-11-28 19:53:30.688663,Delhi,historical_simulation,simulated,209.7,2.14,164.43,223.86,68.87,33.92,17.71
2025-11-28 19:53:35.625043,Beijing,historical_simulation,simulated,119.58,1.47,89.56,151.23,38.25,24.02,8.59
2025-11-28 19:53:40.000416,Los Angeles,historical_simulation,simulated,68.33,1.0,39.64,56.01,30.37,48.28,5.01
2025-11-28 19:53:44.412504,London,historical_simulation,simulated,64.94,1.0,29.89,41.85,28.2,45.65,3.54
2025-11-28 19:53:49.316395,Tokyo,historical_simulation,simulated,69.21,1.0,35.89,52.11,23.51,52.1,4.33
2025-11-29 19:53:30.688663,Delhi,historical_simulation,simulated,201.92,2.2,170.33,236.07,71.54,34.47,17.43
2025-11-29 19:53:35.625043,Beijing,historical_simulation,simulated,182.14,1.87,146.02,217.31,53.77,35.22,13.94
2025-11-29 19:53:40.000416,Los Angeles,historical_simulation,simulated,66.84,1.0,39.68,62.04,27.25,50.32,4.8
2025-11-29 19:53:44.412504,London,historical_simulation,simulated,42.25,1.0,20.68,26.85,20.13,34.24,2.45
2025-11-29 19:53:49.316395,Tokyo,historical_simulation,simulated,56.87,1.0,26.71,45.81,20.02,44.62,3.79
2025-11-30 19:53:30.688663,Delhi,historical_simulation,simulated,180.0,2.11,140.92,190.51,60.99,30.73,16.46
2025-11-30 19:53:35.625043,Beijing,historical_simulation,simulated,142.65,1.65,103.99,155.76,49.52,31.47,11.02
2025-11-30 19:53:40.000416,Los Angeles,historical_simulation,simulated,69.55,1.0,36.52,51.89,27.7,43.25,4.16
2025-11-30 19:53:44.412504,London,historical_simulation,simulated,58.65,1.0,30.8,40.37,27.14,43.68,3.2
2025-11-30 19:53:49.316395,Tokyo,historical_simulation,simulated,64.4,1.0,32.28,46.18,22.08,50.04,4.69
2025-12-01 19:53:30.688663,Delhi,historical_simulation,simulated,249.12,2.56,211.88,276.52,87.03,40.08,19.86
2025-12-01 19:53:35.625043,Beijing,historical_simulation,simulated,229.14,2.58,171.79,252.32,73.96,46.77,16.72
2025-12-01 19:53:40.000416,Los Angeles,historical_simulation,simulated,95.75,1.09,55.7,80.59,45.13,66.63,7.19
2025-12-01 19:53:44.412504,London,historical_simulation,simulated,65.46,1.0,34.4,46.95,32.39,52.26,3.78
2025-12-01 19:53:49.316395,Tokyo,historical_simulation,simulated,88.1,1.0,42.09,63.42,28.68,64.14,6.15
2025-12-02 19:53:30.688663,Delhi,historical_simulation,simulated,266.36,2.94,232.91,308.24,92.89,46.6,22.48
2025-12-02 19:53:35.625043,Beijing,historical_simulation,simulated,214.89,2.8,184.43,288.34,76.01,52.32,19.03
2025-12-02 19:53:40.000416,Los Angeles,historical_simulation,simulated,84.66,1.0,48.85,70.39,38.68,60.43,6.04
2025-12-02 19:53:44.412504,London,historical_simulation,simulated,73.34,1.0,35.33,48.72,34.49,53.59,4.19
2025-12-02 19:53:49.316395,Tokyo,historical_simulation,simulated,61.89,1.0,32.48,47.34,22.08,49.82,4.43
2025-12-03 19:53:30.688663,Delhi,historical_simulation,simulated,215.86,2.54,194.69,259.83,70.53,37.02,17.12
2025-12-03 19:53:35.625043,Beijing,historical_simulation,simulated,205.86,2.35,162.75,242.92,70.41,51.97,16.95
2025-12-03 19:53:40.000416,Los Angeles,historical_simulation,simulated,77.07,1.0,42.84,61.54,32.48,54.69,5.38
2025-12-03 19:53:44.412504,London,historical_simulation,simulated,61.83,1.0,30.31,41.88,27.84,52.27,3.49
2025-12-03 19:53:49.316395,Tokyo,historical_simulation,simulated,90.72,1.0,46.65,69.72,32.35,69.52,6.4
2025-12-04 19:53:30.688663,Delhi,historical_simulation,simulated,199.68,1.94,155.25,217.14,55.47,31.92,16.1
2025-12-04 19:53:35.625043,Beijing,historical_simulation,simulated,169.47,2.32,151.32,229.08,63.58,46.19,14.95
2025-12-04 19:53:40.000416,Los Angeles,historical_simulation,simulated,83.89,1.0,45.14,66.73,35.17,49.93,5.63
2025-12-04 19:53:44.412504,London,historical_simulation,simulated,48.07,1.0,24.18,30.8,23.09,38.13,2.68
2025-12-04 19:53:49.316395,Tokyo,historical_simulation,simulated,67.51,1.0,33.3,47.65,22.57,48.47,4.47
2025-12-05 19:53:30.688663,Delhi,historical_simulation,simulated,277.37,3.2,240.34,308.7,92.24,46.68,23.0
2025-12-05 19:53:35.625043,Beijing,historical_simulation,simulated,232.07,2.66,183.18,264.59,71.17,54.83,17.51
2025-12-05 19:53:40.000416,Los Angeles,historical_simulation,simulated,98.33,1.17,58.22,79.88,41.56,70.3,7.0
2025-12-05 19:53:44.412504,London,historical_simulation,simulated,59.31,1.0,31.12,44.86,27.52,48.05,3.57
2025-12-05 19:53:49.316395,Tokyo,historical_simulation,simulated,110.48,1.08,55.5,81.49,35.56,82.49,7.1
2025-12-06 19:53:30.688663,Delhi,historical_simulation,simulated,234.99,2.38,214.9,273.08,76.95,42.13,19.71
2025-12-06 19:53:35.625043,Beijing,historical_simulation,simulated,224.1,2.72,177.23,266.41,77.74,56.54,17.81
2025-12-06 19:53:40.000416,Los Angeles,historical_simulation,simulated,90.98,1.0,53.24,77.7,38.99,66.08,6.39
2025-12-06 19:53:44.412504,London,historical_simulation,simulated,76.53,1.0,36.68,46.21,35.76,58.83,4.25
2025-12-06 19:53:49.316395,Tokyo,historical_simulation,simulated,85.5,1.0,44.0,65.25,29.98,67.16,5.94
2025-12-07 19:53:30.688663,Delhi,historical_simulation,simulated,192.2,2.0,165.12,211.92,64.35,30.71,16.31
2025-12-07 19:53:35.625043,Beijing,historical_simulation,simulated,184.74,2.11,145.05,220.49,59.85,42.62,13.29
2025-12-07 19:53:40.000416,Los Angeles,historical_simulation,simulated,67.7,1.0,40.82,64.0,32.19,50.72,5.32
2025-12-07 19:53:44.412504,London,historical_simulation,simulated,61.91,1.0,30.47,43.44,29.89,47.95,3.82
2025-12-07 19:53:49.316395,Tokyo,historical_simulation,simulated,67.56,1.0,34.38,52.48,23.46,48.75,4.61
2025-12-08 19:53:30.688663,Delhi,historical_simulation,simulated,228.01,2.45,191.85,265.95,70.26,37.61,19.2
2025-12-08 19:53:35.624047,Beijing,historical_simulation,simulated,194.23,2.45,157.38,233.75,63.21,45.96,15.73
2025-12-08 19:53:40.000416,Los Angeles,historical_simulation,simulated,69.01,1.0,43.55,66.88,32.79,50.77,5.08
2025-12-08 19:53:44.412504,London,historical_simulation,simulated,65.38,1.0,31.66,43.0,32.4,51.31,3.9
2025-12-08 19:53:49.316395,Tokyo,historical_simulation,simulated,65.81,1.0,31.96,50.05,22.01,47.02,4.35
2025-12-09 19:53:30.688663,Delhi,historical_simulation,simulated,262.97,2.94,198.56,255.15,78.49,42.91,19.63
2025-12-09 19:53:35.624047,Beijing,historical_simulation,simulated,217.39,2.63,170.07,256.89,71.49,47.56,17.78
